"path","bytes","sha256"
"rtl/timing/fine_corr_cmpy_array.sv","5027","d295ba55dfb1b89a7e10d3de42b9a36b79588666c24519f18b64aa7e4620eef4"
"rtl/timing/fine_corr_metric_controller.sv","2904","0181123126e3b0ccecc2bb662015a4174a6230403024c7429f06027dfdd0768c"
"rtl/timing/fine_corr_scheduler.sv","2084","f5addc8719d8d22994179dba1c449d5a718eacf46b1de417774dbedf31fd1c0b"
"rtl/timing/fine_local_window_reader.sv","5163","89e7e0e9e122602ddffef1c3d9b4f1c4b587463858c6895e0fa5ebec2aaf9599"
"rtl/timing/fine_partitioned_corr_engine.sv","12023","12986b28f06a1b4b411e7cea3c1d48108c249991fcf550a28e7417a0871b48e3"
"rtl/timing/fine_peak_selector.sv","8248","5654d28be6a68e90c2375ef9f0ef27d085d33da09e8cc04fdad1bdea745939e2"
"rtl/timing/fine_ps1_reference_rom.sv","2893","25530e535774a8ebadf89e974dc8097bdb3c74b5456491c250a4cbe64ab5cd72"
"rtl/timing/fine_quality_controller.sv","10676","1c03668b31b1638b461e29c2c0682e8fb028b8d73cdcd9c4d0053cb2bccf3f0b"
"rtl/timing/fine_quality_vendor_adapters.sv","4229","c56615520c2e8a1cf723b1c31791ab40e34d1fd5be88a5c1f53fcfaee5871c93"
"rtl/timing/fine_vendor_multiplier_adapters.sv","2450","50b043e5f0521330024f8ed15280a34e5c5d6d29fbcb742db42f704c1f425140"
"rtl/timing/to_coarse_estimator.sv","21619","6fa5bcd7abd3bbef6480e6300c2591b7b0d0ef61a6450f4d8a9b903ef7d0a024"
"rtl/timing/to_coarse_ports.sv","2119","dfdbae1a81ab90911e344ab67a3828f439a7f7d1e93b672f38ca3564e738941d"
"rtl/timing/to_fine_core.sv","29535","e9c1ac3dcf53ccda0c5950d99cf56b8a8b5f580c64a6bc7cecf0731295aea624"
"rtl/timing/to_fine_estimator.sv","4581","458f779944756d855068149c531376e065bb8c3b49541246c38ae3a5d8336324"
"ip/rom/fine_ps1_reference_16lane.mem","16512","4a9c9a60a99497c7f4b50f952fb6433334152521865cdf953d7f2ea7b3486bef"
"ip/t04_cmpy_17x16/t04_cmpy_17x16.xci","47449","fd469868787320d0f12813917e20436bd2ab7a1ff564a138438304096b6daa8a"
"ip/t04_cordic_translate_48/t04_cordic_translate_48.xci","39986","3f2bf14c05015578856e3189ca919689faa94926f2f10477f2334a701897df58"
"ip/t04_div_u63_u47/t04_div_u63_u47.xci","45521","295a28b45a7a029fb19ef3fa0c28205f952a1d8fbbe670e365f3e5fe9961c4fb"
"ip/t04_phase_scale_s48_x_1953125/t04_phase_scale_s48_x_1953125.xci","19864","1c753aadf3a74d4602afc01a45d8070e080dc1545fe3a96d4a5815e66d7e9340"
"ip/t04_square_s43/t04_square_s43.xci","20108","41efcc599c652804205a798ebf3775f473c1284fef4118c99d9880be63d73a06"
"ip/t04_square_u42/t04_square_u42.xci","20112","5ad8967963fdec64d02e4a6263693e14529f7bf3483e360920ef5d5a4511f721"
"ip/t05_cmpy_corr_18x16/t05_cmpy_corr_18x16.xci","47459","c56151d33825942053b2fdeaa8b47b96c393d6e7c43ad25f65f4f4de542cb7c7"
"ip/t05_cmpy_rotate_18x18/t05_cmpy_rotate_18x18.xci","47463","0469988a6ecc103134c228e53a1abf3ceba93872b1ef508f567322e6e0edb067"
"ip/t05_cordic_rotate16_parallel/t05_cordic_rotate16_parallel.xci","46323","9085b94745116a89f13e81122d9eb3688879f01c9fa269e6f8eadc6c9549e464"
"ip/t05_dds_pinc32_sincos18/t05_dds_pinc32_sincos18.xci","65975","47ffc3ef7af5c3c904bc2ba6b6b1d6d8710f40fadaea6c68fa1eaf1b2a0e6382"
"ip/t05_div_quality_s64_s64_f15/t05_div_quality_s64_s64_f15.xci","45225","e395f1c9408d6691b3c26c953ffdb575c55b93f4b3d46a0b3613c511c1c502dc"
"ip/t05_mult_cfo_s19_const40_full59/t05_mult_cfo_s19_const40_full59.xci","20142","2883ca9103a68aaadced04b5baf9711c821c0a36c95751f10a05d7c0d52032c9"
"ip/t05_mult_quality_u46x36_full82/t05_mult_quality_u46x36_full82.xci","20144","1e0a89cf9bbe05cc29a8de9828ac18bfddd77ad83a55d20ac5c21c0c593310a0"
"ip/t05_mult_s18x18_full36/t05_mult_s18x18_full36.xci","20124","81e9fe8d6ef1b82636a67aae95224d796cc23fda7281e8864bf6d01323cbf5d4"
"ip/t05_mult_s48x48_full96/t05_mult_s48x48_full96.xci","20124","1846f79abdf824686191ae2cecb90197c5ae44f190a357e75f6d336598fd6939"
"sim/data/bit_true_selected_case_results.csv","30132","a58beaf8e021645d0087ab08754224747f13e2190c25cb6ab8efeff8690f9526"
"sim/data/case_index.csv","15711","71ec4b97f5eeee4fa474c9a560e49f949ca5f32c0b0b398179bbcb1bc54d2a7e"
"sim/data/expected_metrics.mem","1894347","ec5c589f13d1dc34ad94e838af20ea5589615e03c4e7412e5196e2691fffbae4"
"sim/data/expected_results.mem","5915","f570d4c625bfa64177f5cb7e49061257f832c56eb6b61c4444bc03072043f6c1"
"sim/data/fixture_schema.json","6834","e06b3e9d798c6e65247b523116e672626c3b841c9d4660376d73a5f4bc0739fc"
"sim/data/fixture_sha256.csv","666","23874b3c845cc4f7a4c6bc6506e93f6187f107e0a497f07ee63505e7828eb9ee"
"sim/data/stimulus_beats.mem","2306304","29427b1fd3ece8558693e843eb3bf15995eb3138b976d0acce114333503cc38f"
"sim/tb/coarse_baseline_equivalence_tb.sv","19040","52dbf3bcdce5d76b9ae0c35146b59c9ad5ff704a0f6644e52a75878c5888ff61"
"tools/create_project.tcl","3368","8bbb595a35846ebae8047ff7aab3d8d55c199463c97a1e27de26a1a0a5396859"
"tools/ip_sources.txt","814","84b8d56f3b6b27d32b664853b152652c158a2295e4da9a41f65bc250656e5bcf"
"tools/rtl_sources.txt","1170","b254eecd62a3480b35c9e51997b6ad92db5d2ce7a3d5003f72dce47c1634cf77"
"tools/run_baseline_smoke.tcl","773","9a0669bc6f237e24854d0bbcfb8fbe55c7b499c61d70402aa61e21f562b031c5"
"tools/run_threads.tcl","284","db46a97d6a37ba1405c20d08047d96a606e6564b985b6d4963746645aa9004d7"
"tools/verify_sf001.ps1","543","52059ed0be8c537a4c56dffb07a81c9bfe7cb0ac71bf22977eaf73f15197a8c0"
"constraints/clk125.xdc","136","b1d0bb0aa2c25bf1a731f5ad6ad8babf89a36928e5985478559b886360961897"
"docs/SF001_EXECUTION_ZH.md","4496","65c2c32a28ef21c9b77d00b179b4d50db823e475c93a39869568d9372b80ec9a"
"docs/ARCHITECTURE_INTERFACE_ZH.md","5873","e8df5ab03532ed7399811ab1f1ff2cd5bee25571ebe1a5a340f7b90ca64946b6"
