source_relative,destination_relative,source_sha256,destination_sha256,change_note
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_artifact_content_identity.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_artifact_content_identity.m,ac13ddbe95ef4f664cadb3c1a4afbfed701233d2727bde609e7fa48263b44a0a,ac13ddbe95ef4f664cadb3c1a4afbfed701233d2727bde609e7fa48263b44a0a,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_channel_profile.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_channel_profile.m,8a781b857529e24a596c732808e6bd6bb70fdd20fa230ad19a2ec08f4ded5cb6,8a781b857529e24a596c732808e6bd6bb70fdd20fa230ad19a2ec08f4ded5cb6,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_compare_samples.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_compare_samples.m,5d5793f45ae2047ad64bf5545e4c5ec8a2b34007216884b89fbd1f1e7408c940,5d5793f45ae2047ad64bf5545e4c5ec8a2b34007216884b89fbd1f1e7408c940,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_cp_ofdm_interpft8_l128_hybrid_query.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_cp_ofdm_interpft8_l128_hybrid_query.m,803fba6937a0db7110eec84880a892ab79c7b3320fe1ae81b26e63bbcd0d5597,803fba6937a0db7110eec84880a892ab79c7b3320fe1ae81b26e63bbcd0d5597,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_error_statistics.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_error_statistics.m,0664f9f362c61ac221109a99caf4549878a8853b8ac77277578f269e99f08d30,0664f9f362c61ac221109a99caf4549878a8853b8ac77277578f269e99f08d30,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_export_vector.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_export_vector.m,105239635de5e4aecc26bfa89f982113bb7827041274b028f44253ef508ebe4c,105239635de5e4aecc26bfa89f982113bb7827041274b028f44253ef508ebe4c,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_fixture_artifacts.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_fixture_artifacts.m,f5d0dd6fc5015b6ae6209c092e735433549c380134308e80e572d76c383f44e3,f5d0dd6fc5015b6ae6209c092e735433549c380134308e80e572d76c383f44e3,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_generate_continuous_waveform.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_generate_continuous_waveform.m,c4966453f7f850417e5177888d83b5c018cc89dfcf7c02df2f6a3b8352fcb56a,c4966453f7f850417e5177888d83b5c018cc89dfcf7c02df2f6a3b8352fcb56a,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_generate_frame.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_generate_frame.m,cce5fb8cff27252154f4f9ea6621aeebe0991b941858cb0e6f4f6c2b2ea21224,cce5fb8cff27252154f4f9ea6621aeebe0991b941858cb0e6f4f6c2b2ea21224,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_generate_rtl_package.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_generate_rtl_package.m,ceef78720419ba6bf2ebf2f65bda1cffce605c5b93bc09369cc492a7c7f64ca2,ceef78720419ba6bf2ebf2f65bda1cffce605c5b93bc09369cc492a7c7f64ca2,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_gray_qpsk.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_gray_qpsk.m,5fcb3dd63423fae111370c4a1e1c478b8deed43b8c5adb600b9875d6c619078a,5fcb3dd63423fae111370c4a1e1c478b8deed43b8c5adb600b9875d6c619078a,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_import_vector.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_import_vector.m,824b392fe9abde3276ef667932e4c0b2553e60ad24dd8c3c09c7a4194f8612c9,824b392fe9abde3276ef667932e4c0b2553e60ad24dd8c3c09c7a4194f8612c9,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_load_config.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_load_config.m,92a82cd5c9317fab7cd73610369a274637846b2eaddf8bb961d06dacdc55f456,92a82cd5c9317fab7cd73610369a274637846b2eaddf8bb961d06dacdc55f456,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_make_cp_ofdm_descriptor.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_make_cp_ofdm_descriptor.m,8f39b32b0801be56c2bb232021fdb329a316c3e810c698248363570038a6661f,8f39b32b0801be56c2bb232021fdb329a316c3e810c698248363570038a6661f,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_production_artifacts.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_production_artifacts.m,3afa4870d59510e030198f330f94f5466b0d0222c06a84e5aa11b36d66ad7ce7,3afa4870d59510e030198f330f94f5466b0d0222c06a84e5aa11b36d66ad7ce7,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_queue_summary.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_queue_summary.m,1498151fd235a36a44df0a9503e9665f0cb729dc997caa079c7e6f412ad4818e,1498151fd235a36a44df0a9503e9665f0cb729dc997caa079c7e6f412ad4818e,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_sha256.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_sha256.m,cc50d5acdbe63113a0c3024b663587ebc46c1adfb5421bbb5ab7a01fdd630ec1,cc50d5acdbe63113a0c3024b663587ebc46c1adfb5421bbb5ab7a01fdd630ec1,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_validate_config.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_validate_config.m,57d95b4faef8ec548ed122f29b124d067d99ba9240b7d56e719bd2f567f31d9d,57d95b4faef8ec548ed122f29b124d067d99ba9240b7d56e719bd2f567f31d9d,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_validate_matrix.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_validate_matrix.m,fabd99ca20456386c3d56ca9bf596746c82b0ec794a32d2f35416f2c89f80672,fabd99ca20456386c3d56ca9bf596746c82b0ec794a32d2f35416f2c89f80672,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/common/bistatic_waveform_numeric_sha256.m,matlab/source_snapshots/CLOSED002_rev02/common/bistatic_waveform_numeric_sha256.m,5cf6cb40cd90948931846c807f628dc26cfd62e0613754f82358c7eb04c83224,5cf6cb40cd90948931846c807f628dc26cfd62e0613754f82358c7eb04c83224,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/helpers/t07_fixed_arithmetic_window.m,matlab/source_snapshots/CLOSED002_rev02/helpers/t07_fixed_arithmetic_window.m,b0cf0b4b9a17a2e295a89510a3c9e97e3425449a4bec8b652e504b4c7c3563bc,b0cf0b4b9a17a2e295a89510a3c9e97e3425449a4bec8b652e504b4c7c3563bc,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/helpers/t07_rne_quantize.m,matlab/source_snapshots/CLOSED002_rev02/helpers/t07_rne_quantize.m,eceb0bb0b5222e7152e8ebaf5d945c1ac7b19383336de194b76398240dd55d2b,eceb0bb0b5222e7152e8ebaf5d945c1ac7b19383336de194b76398240dd55d2b,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/helpers/t07_lagrange_coefficients.m,matlab/source_snapshots/CLOSED002_rev02/helpers/t07_lagrange_coefficients.m,187cab594eddaeb308a86db64455be6157c0220c79725a18357436a0ecf0947f,187cab594eddaeb308a86db64455be6157c0220c79725a18357436a0ecf0947f,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/helpers/t02_round_even.m,matlab/source_snapshots/CLOSED002_rev02/helpers/t02_round_even.m,aa76433248cdbabce66e87eb72b2bb12261b33917b85500f33af32d6bbbbd424,aa76433248cdbabce66e87eb72b2bb12261b33917b85500f33af32d6bbbbd424,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/helpers/t04_quantize_receiver_i16.m,matlab/source_snapshots/CLOSED002_rev02/helpers/t04_quantize_receiver_i16.m,1fb995dad60e443d3548dbf677a9b5bc07a7045014cd5777255651221eb08a1c,1fb995dad60e443d3548dbf677a9b5bc07a7045014cd5777255651221eb08a1c,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/private_job_supervisor_v2.py,matlab/source_snapshots/CLOSED002_rev02/private_job_supervisor_v2.py,9cbbeb73e7333d3e40a52dae0053de09a79acb4e7ee0a18a2acc5966c969610e,9cbbeb73e7333d3e40a52dae0053de09a79acb4e7ee0a18a2acc5966c969610e,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/MATH001_INDEPENDENT_REVIEW.json,matlab/source_snapshots/CLOSED002_rev02/evidence/MATH001_INDEPENDENT_REVIEW.json,21414c4d9ede76363dedce238e6b227452d4d725a50349f5892b00b7c47573d9,21414c4d9ede76363dedce238e6b227452d4d725a50349f5892b00b7c47573d9,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/T08_INTERFACE_rev02.md,matlab/source_snapshots/CLOSED002_rev02/evidence/T08_INTERFACE_rev02.md,ffc122b6ed7c309ea90059cb4502b80b45432623e03f24b24391dc01f582245b,ffc122b6ed7c309ea90059cb4502b80b45432623e03f24b24391dc01f582245b,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/T08_FINAL_ACCEPTANCE.json,matlab/source_snapshots/CLOSED002_rev02/evidence/T08_FINAL_ACCEPTANCE.json,a793c8f2c0dbc71382fffe565576d91aa2ae050cc222af7aad4e710baf628379,a793c8f2c0dbc71382fffe565576d91aa2ae050cc222af7aad4e710baf628379,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/T06_THEORETICAL_DOMAIN.md,matlab/source_snapshots/CLOSED002_rev02/evidence/T06_THEORETICAL_DOMAIN.md,2ac6fa9db2de833fbb917cd5a832ec1802649649d169e7039b3e45d9ccc7d2ca,2ac6fa9db2de833fbb917cd5a832ec1802649649d169e7039b3e45d9ccc7d2ca,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/T06_C05_DEFERRED.md,matlab/source_snapshots/CLOSED002_rev02/evidence/T06_C05_DEFERRED.md,a936f81b262e7a64b6db47faea94dd7e902398cefd3c530a67b40c9ec16f3d65,a936f81b262e7a64b6db47faea94dd7e902398cefd3c530a67b40c9ec16f3d65,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/T06_ORIGINAL_GENERATOR.m,matlab/source_snapshots/CLOSED002_rev02/evidence/T06_ORIGINAL_GENERATOR.m,820220b5d2dde6cfe33694fb23645953ff521075b4d5b304469dd45cdd0bc9f8,820220b5d2dde6cfe33694fb23645953ff521075b4d5b304469dd45cdd0bc9f8,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/T06_C01_C14_SUMMARY.csv,matlab/source_snapshots/CLOSED002_rev02/evidence/T06_C01_C14_SUMMARY.csv,5b38c60068e765da927c0b33240561d27943f12c2645269a803e1a390504615e,5b38c60068e765da927c0b33240561d27943f12c2645269a803e1a390504615e,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C01/context.json,matlab/source_snapshots/CLOSED002_rev02/upstream/C01/context.json,6d6356dbd00f6f836d96f9e36741fd7e33f0a6783ad99e4c1b52805bd22e0b92,6d6356dbd00f6f836d96f9e36741fd7e33f0a6783ad99e4c1b52805bd22e0b92,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C01/service_result.csv,matlab/source_snapshots/CLOSED002_rev02/upstream/C01/service_result.csv,346fe4924ba51471c4e6b42d072a9fb32dcdac256f2407c3f58b7e508c31f229,346fe4924ba51471c4e6b42d072a9fb32dcdac256f2407c3f58b7e508c31f229,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C01/case_behavioral_done.txt,matlab/source_snapshots/CLOSED002_rev02/upstream/C01/case_behavioral_done.txt,001f80ada7dc4e7925fd7fea94ad3e596692e5d14026d43d7c4a2722f88501de,001f80ada7dc4e7925fd7fea94ad3e596692e5d14026d43d7c4a2722f88501de,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C01/raw_window.mat,matlab/source_snapshots/CLOSED002_rev02/upstream/C01/raw_window.mat,a73f2a86c40e75cccc8a64f9d65fd80e0ce64ef59c5a9c50af5bbd66690b8911,a73f2a86c40e75cccc8a64f9d65fd80e0ce64ef59c5a9c50af5bbd66690b8911,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C01/fixture_summary.json,matlab/source_snapshots/CLOSED002_rev02/upstream/C01/fixture_summary.json,232ac5a56d566257faa3b459af61390a40dbaa565caa0fcd80b3479b202c865a,232ac5a56d566257faa3b459af61390a40dbaa565caa0fcd80b3479b202c865a,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C01/service_raw.csv,matlab/source_snapshots/CLOSED002_rev02/upstream/C01/service_raw.csv,0600a18ab2a3acaa4eb1d3494ef6075f9230202df3c467a862437cb0f3528662,0600a18ab2a3acaa4eb1d3494ef6075f9230202df3c467a862437cb0f3528662,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C02/context.json,matlab/source_snapshots/CLOSED002_rev02/upstream/C02/context.json,fddd3cb73d18b7202f85b9668c584359ac8b60ebe2e0313a07599901fafe79ea,fddd3cb73d18b7202f85b9668c584359ac8b60ebe2e0313a07599901fafe79ea,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C02/service_result.csv,matlab/source_snapshots/CLOSED002_rev02/upstream/C02/service_result.csv,54246b20a3b3fb296031dd212b7b91f97c354a3549ec00d8d052c04f033f2af4,54246b20a3b3fb296031dd212b7b91f97c354a3549ec00d8d052c04f033f2af4,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C02/case_behavioral_done.txt,matlab/source_snapshots/CLOSED002_rev02/upstream/C02/case_behavioral_done.txt,7a102d3f952d2cdc2983b6734f103eea99aa9b51f18ef48f2097e190931900ad,7a102d3f952d2cdc2983b6734f103eea99aa9b51f18ef48f2097e190931900ad,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C02/raw_window.mat,matlab/source_snapshots/CLOSED002_rev02/upstream/C02/raw_window.mat,e03d51c22d1f2fee4220b11991e31af4ead76d1006bba3f89731e24e1d10ef90,e03d51c22d1f2fee4220b11991e31af4ead76d1006bba3f89731e24e1d10ef90,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C02/fixture_summary.json,matlab/source_snapshots/CLOSED002_rev02/upstream/C02/fixture_summary.json,bb1acc7fea891f1a2eac905c61107a09d0a102bedd304f54f60ce12b6f5efa4d,bb1acc7fea891f1a2eac905c61107a09d0a102bedd304f54f60ce12b6f5efa4d,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C02/service_raw.csv,matlab/source_snapshots/CLOSED002_rev02/upstream/C02/service_raw.csv,f0741d5fc07862e16d5cefae9b19508a8dedf68cdc3502449f2fefaaafec74ae,f0741d5fc07862e16d5cefae9b19508a8dedf68cdc3502449f2fefaaafec74ae,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C03/context.json,matlab/source_snapshots/CLOSED002_rev02/upstream/C03/context.json,e9d58c55eddee1152acf5beae9dd0c5941df8b33d508a07092011abdb53d0f8c,e9d58c55eddee1152acf5beae9dd0c5941df8b33d508a07092011abdb53d0f8c,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C03/service_result.csv,matlab/source_snapshots/CLOSED002_rev02/upstream/C03/service_result.csv,665d5b875ffdee0e5683cb4ef560420b4fa8b2a589012c3bc6226b1d6ca268f5,665d5b875ffdee0e5683cb4ef560420b4fa8b2a589012c3bc6226b1d6ca268f5,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C03/case_behavioral_done.txt,matlab/source_snapshots/CLOSED002_rev02/upstream/C03/case_behavioral_done.txt,c18961b3dec6622cb65614ba6a308198803287f3bcbd0350e9a760e519868d21,c18961b3dec6622cb65614ba6a308198803287f3bcbd0350e9a760e519868d21,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C03/raw_window.mat,matlab/source_snapshots/CLOSED002_rev02/upstream/C03/raw_window.mat,5ae8b0ec9f792ecb3790f564582c13e5d65c20bb21e8d2d3ee00133c76b8a2d9,5ae8b0ec9f792ecb3790f564582c13e5d65c20bb21e8d2d3ee00133c76b8a2d9,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C03/fixture_summary.json,matlab/source_snapshots/CLOSED002_rev02/upstream/C03/fixture_summary.json,07af31e4157e5d74f93a00526ae0f1865b41edd665696ab1d8a2b3b786b7d6ea,07af31e4157e5d74f93a00526ae0f1865b41edd665696ab1d8a2b3b786b7d6ea,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C03/service_raw.csv,matlab/source_snapshots/CLOSED002_rev02/upstream/C03/service_raw.csv,782416b669030d4950a19090528464c02e098dec6a03cadd28fe04bc9bb971b4,782416b669030d4950a19090528464c02e098dec6a03cadd28fe04bc9bb971b4,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C04/context.json,matlab/source_snapshots/CLOSED002_rev02/upstream/C04/context.json,b69811bb7ecc7c9a033f5b7d63ef7f767e201420c27e7df0934d1dd53ee1db61,b69811bb7ecc7c9a033f5b7d63ef7f767e201420c27e7df0934d1dd53ee1db61,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C04/service_result.csv,matlab/source_snapshots/CLOSED002_rev02/upstream/C04/service_result.csv,218f95eb5ebe83190c239a8b227c1e532404da971c7e82616286a447ce700c9f,218f95eb5ebe83190c239a8b227c1e532404da971c7e82616286a447ce700c9f,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/upstream/C04/case_behavioral_done.txt,matlab/source_snapshots/CLOSED002_rev02/upstream/C04/case_behavioral_done.txt,893daaed1bc6aee3adaca6f3fb2f1e392e8367bd89b99318e676c6138fe22e2e,893daaed1bc6aee3adaca6f3fb2f1e392e8367bd89b99318e676c6138fe22e2e,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/REPAIR_ZH.md,matlab/source_snapshots/CLOSED002_rev02/REPAIR_ZH.md,749d02dbb32d9dc09e6887851a0d798ae174a2848b9609d092b2c1f8f7ef4f92,749d02dbb32d9dc09e6887851a0d798ae174a2848b9609d092b2c1f8f7ef4f92,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/prior_CLOSED002_failure.json,matlab/source_snapshots/CLOSED002_rev02/evidence/prior_CLOSED002_failure.json,71a9d6a7ae15a669d97ac27e17649f82b010f2bee6f65d30d853174e9611e69d,71a9d6a7ae15a669d97ac27e17649f82b010f2bee6f65d30d853174e9611e69d,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/prior_CLOSED002_upstream_admission.json,matlab/source_snapshots/CLOSED002_rev02/evidence/prior_CLOSED002_upstream_admission.json,3686f022dfa336c0180887f6c325c462ac5b6e72ffd636b3a81d0a8209ef0525,3686f022dfa336c0180887f6c325c462ac5b6e72ffd636b3a81d0a8209ef0525,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/evidence/prior_CLOSED002_supervisor_exit.json,matlab/source_snapshots/CLOSED002_rev02/evidence/prior_CLOSED002_supervisor_exit.json,25bce320f82226662e78df6a22e0138f86fc4da83401419b801524db9f55cbc8,25bce320f82226662e78df6a22e0138f86fc4da83401419b801524db9f55cbc8,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/package/manifest.json,matlab/source_snapshots/CLOSED002_rev02/manifest.json,1f2cad6c1d342be8685e9fd484d98d53af2e11a95187bdf508cc77271e5970d0,1f2cad6c1d342be8685e9fd484d98d53af2e11a95187bdf508cc77271e5970d0,exact byte copy
reports/t09/design/T09_FIXED007/package/t09_fixed007.py,matlab/source_snapshots/T09_FIXED007/t09_fixed007.py,0f022621adc9ca1e6b2cad76007883a67ca5f29df54ce4f75c9f591331fee3c8,4fa1d0fe2757f7e85aeab556d7c7f69bc90c74cea61b6bda0906b36db4dc4019,path only: remove old-checkout Python dependency search; use script directory/selected environment; arithmetic unchanged
reports/t09/design/T09_FIXED007/package/t09_xfft_cmodel007.py,matlab/source_snapshots/T09_FIXED007/t09_xfft_cmodel007.py,e2bde154c9eae7c2fb292563f00ccc775a1d7ab7e0d11f48d27f838372df0875,e2bde154c9eae7c2fb292563f00ccc775a1d7ab7e0d11f48d27f838372df0875,exact byte copy
reports/t09/design/T09_FIXED007/package/run_t09_fixed007.ps1,matlab/source_snapshots/T09_FIXED007/run_t09_fixed007.ps1,09facb215649b588a36e71c5d38b898a73f5ae78981a01bb2191c3b80c68dba8,09facb215649b588a36e71c5d38b898a73f5ae78981a01bb2191c3b80c68dba8,exact byte copy
reports/t09/design/T09_FIXED007/package/private_job_supervisor_t09_v3.py,matlab/source_snapshots/T09_FIXED007/private_job_supervisor_t09_v3.py,272a60c1669fe5e8eb8883ce5cf1b3b1e6f972f78fe9ff40e64866a2a69d83d1,272a60c1669fe5e8eb8883ce5cf1b3b1e6f972f78fe9ff40e64866a2a69d83d1,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/accepted_wrapper_probe_exit.json,matlab/source_snapshots/T09_FIXED007/evidence/accepted_wrapper_probe_exit.json,0e81f3af53d8554165dd3de0fbfc6b1b3c75f94ea3f1048329804beba5ceeaba,0e81f3af53d8554165dd3de0fbfc6b1b3c75f94ea3f1048329804beba5ceeaba,exact byte copy
reports/t09/design/T09_FIXED007/package/PLAN_ZH.md,matlab/source_snapshots/T09_FIXED007/PLAN_ZH.md,afaa13b40829f1709b03bd53f8c9294f5abb4559890f091be9089bd4eafff768,afaa13b40829f1709b03bd53f8c9294f5abb4559890f091be9089bd4eafff768,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/STATS006_REVIEW_ZH.md,matlab/source_snapshots/T09_FIXED007/evidence/STATS006_REVIEW_ZH.md,7f2100a85adb828e35c3df263c1676e15aee10d5177ce09ed195d4058e070147,7f2100a85adb828e35c3df263c1676e15aee10d5177ce09ed195d4058e070147,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/STATS006_INDEPENDENT_REVIEW.json,matlab/source_snapshots/T09_FIXED007/evidence/STATS006_INDEPENDENT_REVIEW.json,6892cc6575f9f28e24700111bec7e0c8bcd70242a093517836611d5c23ca3198,6892cc6575f9f28e24700111bec7e0c8bcd70242a093517836611d5c23ca3198,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/review_t09_stats006.py,matlab/source_snapshots/T09_FIXED007/evidence/review_t09_stats006.py,8a9114ed43a45aa8e07abb80b13f5523108f464f0803bf136513caa116b810f6,8a9114ed43a45aa8e07abb80b13f5523108f464f0803bf136513caa116b810f6,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/pilot_contract.mat,matlab/source_snapshots/T09_FIXED007/inputs/pilot_contract.mat,a1719f5cb19d33e8bcf01d725ce6230b4fa5dc216d5a9eca786712d7d437a4ee,a1719f5cb19d33e8bcf01d725ce6230b4fa5dc216d5a9eca786712d7d437a4ee,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor_archive.zip,matlab/source_snapshots/T09_FIXED007/vendor_archive.zip,fc278f64be09907eed062cf1c789fa3ffe0b3839d7c598d022c3a2cc3391b9c9,fc278f64be09907eed062cf1c789fa3ffe0b3839d7c598d022c3a2cc3391b9c9,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/gmp.h,matlab/source_snapshots/T09_FIXED007/vendor/gmp.h,253cfd5a09f569e0a18a63a1e154dfddb948905e44374a11261d3bee8f39d65e,253cfd5a09f569e0a18a63a1e154dfddb948905e44374a11261d3bee8f39d65e,exact byte copy
